Brand,Description,EndingInventoryUnits,UnsoldCapital
23543,Guillermo Mndza Kosher Malbc,13,194.87
23554,Riva Rose Brut,18,305.82
23560,Flip Flop Chard,12,71.88
23562,Flip Flop Crisp White,12,71.88
23565,10 Span Pnt Gris Monterey Cy,10,74.9
23568,Criterion Rioja,1,14.49
23587,The Cottage Svgn Blanc,48,623.52
23592,Daou Soul of a Lion Red,19,2089.81
23593,Daou Mayote Red,13,1247.87
23595,Almaden Burgundy B/B,566,8484.34
23596,Menage A Trois Znfdl,12,155.88
23603,Sidebar Svgn Bl,66,1583.34
23616,Unparalleled Svgn Blanc,6,47.94
23618,Ornellaia Bolgheri 12,38,7599.620000000001
23632,Firesteed Wines Rose Pnt Nr,98,1567.02
23633,Chateau Simon Bordeaux Blanc,35,594.65
23635,Tortoise Creek Rose le Charm,498,7465.02
23644,Beringer Red Crush,28,195.72
23647,Ponzi Pinot Noir Rose,79,1579.2099999999998
23649,Tom Gore Cabernet Svgn CA,962,12496.380000000001
23650,Tom Gore Chardonnay CA,1077,13990.23
23659,Bouvier Marsannay Roug Clos,28,755.72
23660,Chapoutier Bel Cotes Rhn Ros,15,194.85
23661,Bouvier Morey St Denis Rue d,14,685.86
23662,Dom Cachot Monot Ct Nuits,28,755.7199999999999
23663,Higher Ground Pinot Noir,24,311.76
23665,Cooks Brut,56,391.44000000000005
23666,Cooks Extra Dry Champagne,46,321.54
23669,Clos Cant St Emilion Grand C,43,3009.5699999999997
23679,A Bichot Secret de Fam PN,31,619.6899999999999
23680,A Bichot Cremant Brut Rose,83,1576.1699999999998
23692,R Mondavi Merlot Napa,578,11554.22
23712,Bell'Agio Chianti Flask,977,11714.23
23739,Liberty School Cab Svgn,2704,40532.96
23745,Ch Angelus 12 St Emilion,28,11171.720000000001
23746,Ch Brannon 12 Pessac-Leognan,32,2879.68
23747,Ch Cantemerie 12 Haut-Medoc,31,1270.69
23748,Ch Cantenac 12 Brown Margaux,36,2123.64
23749,Ch Carbonnieux 12 Pess-Leogn,12,539.88
23750,Ch Clerc Milon 12 Pauillac,3,209.96999999999997
23753,Ch Grand Puy-Lacoste 12 Paul,10,749.8999999999999
23754,Ch Haut Bailly 12 Pessac-Leo,2,189.98
23755,Ch Haut Brion 12 Pessac-Leog,57,30152.43
23756,Ch La Mission 12 Haut Brion,45,14939.550000000001
23762,Ch Margaux 12 Margaux,10,5299.900000000001
23763,Ch Marquis de Terme 12 Mrgx,24,1271.76
23764,Cashmore Black Opal Shiraz,39,311.61
23766,Ch Montrose 12 St Estephe,15,1934.8500000000001
23768,Sociando Mallet 12 Haut-Medo,24,1055.7600000000002
23769,Ch Pape Clement 12 Pess-Leog,19,2127.81
23772,Ch Pontet Canet 12 Pauillac,45,6029.55
23773,Ch Prieure Lichine 12 Mrgx,19,987.81
23774,Ch Rol Velentin 12 St-Emilio,20,919.8000000000001
23777,Ch Smith Haut Lafitte 12 Whi,92,11867.080000000002
23778,M Chiarlo Barbera D'Asti,532,5846.68
23779,Clos L'Englise 12 Pomerol,2,179.98
23780,La Chapelle Mission Haut Bri,6,491.93999999999994
23781,Le Clarence de Haut Brion 12,42,5627.58
23783,Pavillon du Ch Margaux 12 Ma,42,7055.58
23784,Zolo Malbec Rsv,12,239.88
23785,Pink Pegau Rose,116,2318.8399999999997
23793,Les Embruns Rose,14,181.86
23794,Anton Bauer Pnt Nr Rsv,39,1754.6100000000001
23795,Casa Silva Carmenere,229,3661.71
23796,Mayu Pedro Ximenez,349,4533.51
23797,Mayu Carmenere Syrah,225,2922.75
23798,Aquitania Cab Svgn,79,1263.21
23799,Casa Silva Svgn Gris,71,1135.29
23800,Boya Svgn Bl,398,5568.02
23801,Boya Pnt Nr,542,8666.58
23805,Cappelletti Apertivoch,3,59.97
23807,Couly-Dutheil Chinon Rose,4,79.96
23809,Angels Landing Chard,18,359.82
23810,Angels Landing Rsv Cab Svgn,29,869.7099999999999
23820,Le Mistral Red,1,24.99
23823,Round Hill Cab Svgn,36,503.64
23825,Tortiose Crk La Charmel Mus,205,2867.95
23827,Fattoria di Basciano Chianti,117,1636.83
23828,Ermisch Pnt Nr Erendira Rise,214,7701.860000000001
23830,Florette Rose de Provence,18,269.82
23831,Manon Rose de Provence,23,390.77
23840,Roth Est Red Heritage Sonoma,0,0.0
23841,Fantini Sangiovese,12,167.88
23848,Dom Cherrier Sancerre,718,11480.82
23851,Louis M Martini Cab Svgn,36,377.64
23852,Ferrari-Carano Pnt Nr AV,23,712.77
23853,Matrix Pnt Nr RRV,124,2974.7599999999998
23854,Mazzocco Cab Svgn Sonoma,19,379.80999999999995
23856,Pezzi King Cab Svgn Dry Crk,21,461.78999999999996
23857,Pezzi King Chard Sonoma,49,881.51
23858,Pezzi King Znfdl Dry Creek,242,5079.58
23860,Concannon Founder Cab Svgn,1043,17720.57
23861,Concannon Founder Chard,72,863.28
23862,Concannon Founder Petit Srah,41,573.59
23863,Bisol Crede Prosseco Super V,5,109.94999999999999
23866,Landhaus Mayer Gruner Veltli,339,4064.61
23870,Col-di-Sasso Sangiovese/Cab,374,4110.26
23871,Duckhorn Chard Napa Vly,19,664.8100000000001
23873,Cloudy Bay 12 Te Koko,69,2759.3100000000004
23874,Ruinart Champagne Gift Box,140,7698.6
23875,Inglenook 1882 Cab Svgn,48,2399.52
23876,Love Lane Cab Svgn,61,670.39
23877,Love Lane Carmenere,219,2406.81
23878,Love Lane Svgn Bl,114,1252.8600000000001
23886,Cycles Gladiator Chard,381,4568.1900000000005
23887,Cycles Gladiator Pnt Nr,165,2308.35
23888,Cycles Gladiator Petite Sira,57,683.4300000000001
23889,Corbett Canyon Wh Znfdl,484,4351.16
23890,Cycles Gladiator Merlot,412,5763.88
23891,Cycles Gladiator Cab Svgn,400,5596.0
23894,Lindemans Bin 45 Cab Svgn,21,209.79
23895,Lindemans Bin 50 Shiraz,793,6336.070000000001
23896,Riebeek Cellars Cape Rose,7,90.93
23897,Michel Chapoutier Vigne Rose,46,735.54
23898,Dr Konstantin Frank Rose,53,900.47
23899,Vino Rose,30,419.70000000000005
23900,Salmon Run Rose,12,143.88
23902,Dom St Andrieu Rose CdP,94,1503.06
23904,C Krug Chard,20,399.79999999999995
23917,Mionetto Prosecco DOC Brut,182,5094.18
23919,JJ Vincent Plly-Fuisse Marie,275,6597.25
23924,Cote Mas Rose Aurore,18,161.82
23925,Cote Mas Blanc Mediterrane,50,449.5
23928,La Mura Rosso,12,83.88
23929,La Mura Blanco,12,83.88
23932,Morel Cru Bjls Brouilly,50,849.4999999999999
23933,Sequinot-Bordet Chablis Four,84,2687.16
23934,Talmard Macon Chard,24,431.76
23935,Dom Sourdais Chinon,17,288.83
23936,"Morel Bjls-Vlgs ""Emeringes""",67,937.33
23937,Caillot Bourgogne Rouge,18,395.82
23938,Alphonse Dolly Pouilly-Fume,76,1671.24
23939,Alias Pnt Nr,34,373.65999999999997
23943,Canella Bellini Fusion,540,3234.6000000000004
23944,Ch du Courlat 10,54,1349.46
23946,Ch La Cardone Medoc 09,27,539.73
23947,Ch Larose Trintaudon,138,3310.62
23948,Ch La Croix Lartigue 09,31,1208.69
23949,Ch Valfontaine 10,15,149.85
23950,Ch Haut-Robert 10,7,76.93
23954,Notre Dame Luberon Rose,1,9.99
23957,Angels & Cowboys Rose,5,69.95
23959,Thorn Napa Valley Merlot,123,4795.77
23962,Enzo Boglietti Dolcetto Alba,18,377.81999999999994
23963,Chiroubles Clos Les Farges,51,1172.49
23964,La Font de Notre Dame Rastea,70,1609.3
23965,Dom le Clos des Lumieres CdR,105,1783.9499999999998
23966,Nortico Alvarinho,15,209.85
23973,Catena RSV Cab Svgn,608,10329.919999999998
23974,Catena RSV Chard,462,7849.379999999999
23975,Ninety+Cellars Lot 123 Chard,19,265.81
23979,Ninety+Cellars Lot 122 Chard,20,219.79999999999998
23983,King Estate Domaine Pnt Nr,30,1979.6999999999998
23984,Triennes Rose,173,2593.27
23987,Gerard Bertrand Gris Bl,566,6220.34
23989,Sierra Cantabria 14 Rose Rio,11,142.89000000000001
23990,Moncigale Rose Cd Provnce 14,33,428.67
23991,Martin Ray 15 Rose of Pnt Nr,31,464.69
23996,Ch Muraires Cd Provence Rose,131,2618.6899999999996
24001,Lee Family Farm Rio Tinto S,1,16.99
24002,Corbett Canyon Chard,1100,9889.0
24003,Corbett Canyon Cab Svgn,543,4881.57
24004,Gerard Bertrand Roses,7,104.93
24005,Wild Thing Chard,10,149.9
24012,Bertani Secco 11 Orig V Ed,17,424.83
24014,Au Contraire Chard RRV,276,3861.2400000000002
24015,Mazzei Zisola Notto Rosso,1,18.99
24018,Fontanafredda Barolo Serralu,32,1183.68
24020,Rosenblum Vntr Cve XXX Znfdl,355,3546.45
24022,Fulchino Vyds 603 Red,198,2968.02
24024,Fulchino Vyds Barbera Red,225,4497.75
24026,Bella Bellina FrongoLata,16,159.84
24027,Hess Coll Small Block Malbec,26,1533.74
24029,William Hill Est Pnt Nr CC,431,6460.6900000000005
24030,Hugel Alsace Pnt Gr Classic,31,526.6899999999999
24033,Canyon Road Svgn Bl,48,229.92000000000002
24035,Lamberti Prosecco Extra Dry,8,27.92
24040,Merieau 12 Les Hex PN VdP,23,298.77
24043,Dom de la Nobl Chinon Rose,17,237.83
24047,Kikkoman Plum Wine,130,1168.7
24048,Ozeki Dry Sake,69,689.3100000000001
24049,Ozeki Hana Awaka Sprkl Sake,156,1402.44
24050,Choyomusubi Ryo Junmai Sake,148,1922.52
24051,Genbei San Demonslayer Sake,144,862.5600000000001
24052,Poochi Poochi Sparkling Sake,101,1513.99
24053,Ozeki Yamadanishiki Jun Sake,15,149.85
24054,La Volpe Prosecco,10,159.9
24056,Honig Svgn Bl Rsv,136,2582.64
24060,Robertson & Duke Napa Cab Sv,21,503.78999999999996
24062,Atelie Pink Moscato,26,389.74
24063,Atelie Prosecco,32,527.68
24064,Austerity Cab Svgn,21,293.79
24065,Camelot Cab Svgn,16,175.84
24066,Camelot Merlot,2,21.98
24076,"Montagny 1er Cru ""Ch  Saule""",0,0.0
24086,Hess Select Chard,2338,30370.620000000003
24088,Hess Select Cab Svgn,2178,39182.219999999994
24090,Gour de Chaule Gigondas Trad,112,3358.88
24094,Gallo Copperidge Cab Svgn,277,1936.23
24095,Gallo Copperidge Cab Svgn,36,143.64000000000001
24096,Gallo Copperidge Chard Cal,368,2572.32
24097,Gallo Copperidge Chard Cal,35,139.65
24098,Gallo Copperidge Wh Znfdl,207,1446.93
24099,Gallo Copperidge Wh Znfdl,48,191.52
24103,Filon Garnacha Calatayud,23,195.27
24104,Le Paradou Gren Vin de Franc,36,359.64
24106,Oliver Chanzy Rly 1 Cru Mar,11,384.89000000000004
24109,Beringer KVR Cab Svgn,4,199.96
24111,Don Ramon Oak Aged 12 Tinto,209,1878.91
24118,Cecchi La Mora Morellino,120,1798.8
24119,Cecchi La Mora Vermentino,317,4117.83
24121,Willamette Vly Dijon Chard,188,3946.12
24123,Garnacha de Fuego Rose Aragn,68,747.32
24124,Tarima 14 Blanco Alicante,104,1142.96
24125,Botani 13 Muscat Srra Malaga,126,2266.74
24127,Three Thieves Chard,16,127.84
24129,Three Thieves Cab Svgn,12,95.88
24130,Indigano Pnt Grigio,24,287.76
24134,Newman's Own Common Good Red,4,39.96
24135,Chanson Vire Clesse,32,735.68
24136,Chanson Le Bourgogne Pnt Nr,5,114.94999999999999
24139,Nobilo Icon Pnt Nr Marlboro,247,3702.5299999999997
24142,Tablas Creek Patelin Blanc,96,2111.04
24143,Ozeki Platnm Junmai Dai Sake,29,289.71
24144,Ozeki Junmai Sake Go,5,362.44999999999993
24146,Louis Latour 12 Marsannay Bl,1504,30064.959999999995
24147,Toucas Vinho Verde DOC,19,189.81
24149,La Monacesca Verd di Mattell,14,279.85999999999996
24151,Mas Janeil Cotes Roussillon,186,2044.14
24152,Grape Time Super Tuscan,166,2239.34
24153,Grape Time Wh Cranbery Pnt G,141,1831.5900000000001
24154,Ch La Gordonne Chapelle Rose,5,139.95
24156,NY Yankees Cab Svgn,13,259.87
24158,Cambridge Pnt Nr RRV,19,474.80999999999995
24159,Krupp Brothers The Doctor Re,22,2199.7799999999997
24161,Krupp Bros Chard,6,395.93999999999994
24165,Enzo Boglietti Brl Case Nere,13,1104.87
24166,Enzo Boglietti Barolo Fosati,13,974.8699999999999
24169,Monsanto 09 Il Poggio Chiant,1,49.99
24170,Adelsheim Caitlins Rsv Chard,47,1879.5300000000002
24174,Marenco Strev Moscato D'Asti,12,155.88
24178,Ch Alie d'Argent Mout-Rth 12,48,5279.5199999999995
24180,Boscarelli Vino Nobile Monte,105,3778.9500000000003
24181,Constanti Brunello Montalcno,17,1223.83
24182,Conterno Barolo Sori Gnestra,12,1067.8799999999999
24183,CaRome Barbaresco Chiarmanti,25,2049.75
24185,Conterno Fantino Barolo Mosc,9,836.91
24187,Mirafiore Nebbiolo Langhe,4,131.96
24188,St Francis Cab Svgn Sonoma,1101,17604.99
24191,Mirafiore Dolcetto D'Alba,39,857.6099999999999
24193,Ch Montaud Cotes de Provence,239,5733.61
24195,Casa E Mirafiori Barb d'Alba,22,549.78
24197,Route 128 Est Viognier Yrkvl,23,252.77
24198,Route 128 Est Pnt Nr Santa B,19,360.80999999999995
24202,Taylor Fladgate 40 Yr Tawny,11,1902.89
24203,Vega Sindoa 14 Garnacha Nava,102,1324.98
24206,Flint & Steel Svgn Bl Napa V,4,59.96
24207,Calista Pnt Nr The Coast Ran,16,399.84
24208,R M Woodbridge Znfdl Cal,136,1222.64
24216,Dom Ste Michelle Extra Dry,58,753.42
24218,Aizpurua B,42,755.5799999999999
24222,Louis de Grenelle Rose,11,164.89
24237,Ironside Red Blend,25,374.75
24241,Tenet Syrah Le Fervent,66,824.34
24243,Tenet Syrah The Pundit,29,579.7099999999999
24244,Ch Corconnac Svgn Bl,233,5589.67
24251,Barefoot Crisp White Spritz,14,111.86
24252,Barefoot Summer Red Spritzer,11,87.89
24253,Franzia Dark Red Blend,159,2860.41
24256,Elk Cove Est Rsl,41,737.5899999999999
24260,Red Car Ritchie Vyd Chard,41,2172.59
24261,Red Car Chard Sonoma Cst,31,1053.69
24262,Red Car Fort Ross Pnt Nr Sea,27,1700.73
24265,Antinori Chianti Clsc Pepoli,210,4827.9
24273,von Buhl Jazz Rsl,18,287.82
24274,Armand Kabinett Rsl,13,259.87
24275,Becker Family Pnt Bl,13,246.86999999999998
24276,Paul Buisse Svgn Bl Touraine,22,263.78000000000003
24280,Mazzei Siepi,1,84.99
24281,Col D'Orcia Brunello Montalc,32,3199.68
24282,Paul Hobbs Nathan Coombs Cab,5,1649.95
24285,Dom Clavel Languedoc,199,2784.01
24286,Kendall Jackson Gr RSV Cab S,585,13449.15
24287,Bollini RSV Pinot Grigio,14,223.86
24288,Olivier & Lafont Ventoux Bl,296,3253.04
24289,Thierry Delaunay Tour Svgn B,1039,15574.61
24290,Ch La Gr Metairie Entre Mers,340,4416.6
24291,Dom Fond Croze La Croix Coq,170,3058.2999999999997
24292,Olivier & Lafont Ventx Rouge,259,2846.41
24294,La Gr Comtadine Vacqueyras C,288,5757.12
24297,Motto Cab Svgn Backbone,365,4011.35
24299,Rosemount Diamond Merlot,386,3470.14
24301,Mija Sangria,425,4245.75
24303,Cupcake Black Forest,996,7460.04
24304,Muga 2015 Rose Rioja,19,265.81
24308,Twomey Pnt Nr RRV,23,1103.77
24309,Point North Pnt Nr Oregon,18,413.82
24310,Hi! Prosecco,191,1526.09
24311,Ch Calon 12 Segur St-Estphe,71,6247.29
24312,Ch Clos Fourtet 12 St-Emilin,72,7199.28
24313,Ch Cheval Bl 12 St-Emilion,12,8879.880000000001
24314,Ch Pez 12 St-Estephe,28,1231.72
24319,Ch Leoville Barton 12 St-Jul,10,999.9
24322,Ch Phelan Segur St-Estphe 12,10,499.9
24323,Ch Pichon Long Comtesse L 12,60,7799.400000000001
24325,La Crema Chard Sonoma Cst,6127,97970.73
24327,La Crema Pnt Nr Sonoma Cst,4496,85379.04
24328,Ch Ducru Beaucaillou 12 St J,48,7439.52
24329,Ch Cos d'Estournel St-Est 12,29,5741.71
24330,Ch Reserve de la Comtesse 12,95,4464.05
24331,Ch Talbot St-Julien 12 GCC,36,2195.64
24332,Tortoise Creek Svgn Bl,21,272.79
24334,Sea Pearl Svgn Bl,8,103.92
24335,Gran Passione Gavi,157,2196.4300000000003
24336,Meridian Cab Svgn Cal,34,373.66
24337,Gran Passione Rosso IGT,16,239.84
24346,Antinori Badia Chianti Clsc,15,569.85
24347,Fess Parker Marcella's White,98,1469.02
24349,Fess Parker Pnt Nr Bien Naci,4,219.96
24353,Diora Pnt Nr,24,599.76
24357,Bota Box Nighthawk Dark Red,221,3975.7899999999995
24359,Stradanova Barolo,3,146.97
24361,JJ Prum Graacher Him Rsl Aus,4,187.96
24363,Mommessin Les Gr Mises Amour,155,4028.45
24364,Mommessin Gr Mise CdBrouilly,1,24.99
24365,Mommessin Les Gr Morgon C Py,16,399.84
24366,Mommessin Dom Presle Bjls Fl,5,99.94999999999999
24367,Ch de Pierreux Brouilly Bjls,8,159.92
24371,Tozai Typhoon Sake,1,15.99
24377,Bon Affair Svgn Bl Spritzer,0,0.0
24385,Dom Faiv Cham Clos De Beze,4,1223.96
24386,O Leflv Ruly Cr Ls Cloux  13,1,28.99
24387,Steph Avrn Julienas Vielles,65,1299.35
24388,Steph Avrn Chn Vielles Vig,122,2438.7799999999997
24390,O Lflv Bour Les Setilles,12,287.88
24392,Ch Fuisse Pouilly Fuisse Tet,16,575.84
24393,Ch Fuisse Pouilly Fuisse Les,15,809.85
24396,Dom Prieur Corton-Bressandes,16,3023.84
24398,Fleur de Pnt Nr California,358,6082.419999999999
24404,Carpineto Valcolomba Verment,402,4819.98
24405,Ch Sociando Mallet 06 Haut-M,3,89.97
24406,St Mayhem White Aged/Peppers,23,528.77
24408,Chapelle de Bastion Picpoul,149,1488.51
24410,Marques de Grinon 10 Caliza,63,1133.37
24411,Marques de Grinon 10 Cab Svg,16,639.84
24415,Hidalgo Gobernador Oloroso S,14,419.86
24416,Hidlago Morenita Crm Sherry,133,1727.67
24417,Sutter Home Gewurz,9,53.910000000000004
24418,Hidlago Panesa Fino Sherry,124,1734.76
24419,Bonterra Mendocino Org Chard,2711,29793.89
24422,Cade Rsv Cab Svgn,14,2729.86
24423,Odette Est Cab Svgn,24,2999.7599999999998
24424,Adaption by Odette Chard,84,2687.16
24425,Adaptation by Odette Cab Svg,35,1749.65
24426,Plumpjack Rsv Chard,80,3999.2
24427,Plumpjack Est Cab Svgn,48,5567.5199999999995
24430,Eden Ice Sprklng Cider Semi,42,411.17999999999995
24432,Tintero Langhe Arneis,16,143.84
24439,Des Amis Rose,41,655.59
24441,Underwood Cans Pnt Gris,131,915.69
24442,Underwood Cans Pnt Nr,201,1404.99
24447,TC Le Charmel Pnt Nr France,21,293.79
24449,Santa Barbara Winery Chard,17,305.83
24450,Santa Barbara Winery Pnt Nr,11,208.89
24451,Llopart Rose Cava Brut Rsva,234,5847.66
24452,Vega Sindoa 14 Chard Navarra,89,1156.1100000000001
24453,Estancia Meritage,655,15058.449999999999
24454,Convento Las Claras 12 Tinto,38,873.62
24455,Franciscan Cab Svgn Napa,2943,49972.14
24456,Franciscan Est Chard Napa,1567,25056.33
24458,Franciscan Magnificat Red,134,5224.660000000001
24465,Tenuta di Capraia 11 Chianti,5,99.94999999999999
24470,L'Oiseliniere Musc Sevre Ill,1,18.99
24471,Cres Richards Stecia Larzac,25,499.74999999999994
24473,Andre Jacquart Brut Experien,3,149.97
24475,Bertagna Vougeot La Perrier,2,189.98
24476,Les Pasquets Entre Deux Mers,6,59.94
24483,Daou Rsv Cab Svgn,40,2199.6
24486,Farmstead Long Meadow Chard,210,3987.8999999999996
24487,Farmstead Long Meadow Pnt Nr,21,587.79
24489,Hunt & Harvest Cab Svgn,363,7619.37
24491,Long Meadow Ranch Cab Svgn,24,1007.7600000000001
24492,Long Meadow Ranch Svgn Bl,24,455.76
24493,Buehler Cab Svgn Napa,660,17813.399999999998
24494,Buehler Wh Znfdl Napa,16,159.84
24495,Ch Giscours Margaux 06,9,314.91
24497,Killibinbin Seduction Cab Sv,388,4652.12
24498,Cuvaison Chard,207,5172.929999999999
24503,Far Niente Chard Napa,362,25336.379999999997
24510,Tin Barn Svgn B Hi Vista Vyd,42,671.58
24512,Tin Barn Cab Svgn Sonoma Cty,32,703.68
24513,R8 Cab Svgn,43,515.57
24514,R8 Chard,44,527.5600000000001
24515,Cartlidge & Browne Chard,156,1059.24
24518,Ray's Station Cab Svgn,7,125.92999999999999
24520,I Lauri Spumante Brut Rose,243,3156.57
24525,Tablas Crk Patelin Tblas Ros,12,263.88
24526,Snowden Cab Svgn The Ranch,11,538.89
24527,Scott Family Est Chard Arroy,12,239.88
24528,Scott Family Est Pnt Nr Arro,5,119.94999999999999
24529,Joseph Drouhin Mersault,83,4647.17
24530,Joseph Drouhin Puligny-Montr,65,4094.35
24531,Joseph Drouhin Cote de Beaun,17,441.8299999999999
24532,Joseph Drouhin Cote de Nuits,27,755.73
24533,Joseph Drouhin Santenay Red,6,179.94
24534,Joseph Drouhin Nuits St Geo,74,4883.259999999999
24535,Giesen Svgn Bl,455,5000.45
24539,Stonestreet Est Vyds Svgn Bl,50,1499.5
24540,Signo 11 Bobal de Manchuela,134,2946.66
24545,Sileni Nano Pnt Nr,5,19.950000000000003
24546,Sileni Nano Svgn Bl,345,1376.5500000000002
24548,Fenouillet Beaumes Terres Ve,102,1834.98
24552,Gnarly Head 1924 Double Blac,493,4925.07
24553,Ch Lassegue 2/05-09-10 6 Pak,1,467.99
24554,Merieau L'Arpent des Vaudons,53,688.47
24557,Dom Lafage Tess Carignan VV,25,324.75
24558,Dom Lafage Cve Nicholas VdP,5,33.95
24560,Dom Lafage Tessellae Cd Rous,274,3011.26
24561,Ch St-Roch Chimeres CdRoussi,23,367.77
24563,Hey Mambo Sultry Red,2,25.98
24564,Chronic Cellars Suite Petite,151,2263.49
24566,Head to Head Red Toscana,19,189.81
24567,Ravenswood Mendocino OV Znfd,245,3427.55
24571,Oko Organic Prosecco,21,272.79
24572,Galerie Latro Cab S Knights,16,799.84
24573,Oko Malbec Mendoza Organic,14,167.86
24574,Galerie Pleinair Cab Svgn NV,8,399.92
24576,Failla Chard Sonoma Cst,163,5703.370000000001
24578,Jean Laurent Blanc de Noirs,83,4232.17
24579,Mt Beautiful Svgn Bl,223,3342.77
24580,Mt Beautiful Pnt Nr,383,7656.169999999999
24583,Moshin Vyds Pnt Nr Sonoma Cs,28,1119.72
24584,Moshin Vyds Pnt Nr Est Grown,12,479.88
24585,Moshin Vyds Pnt Nr RRV,66,1517.34
24586,Moshin Vyds Chard,41,1188.59
24588,Boundary Breaks OLN Rsl,197,2953.03
24589,Navardia Rioja Organic,53,688.47
24590,Dominios Rueda,42,293.58
24591,Dominios Ribera del Duero Cr,65,519.35
24592,Vendange Cab Svgn,1351,10794.49
24593,Bodegas La Cartuja Priorat,383,7656.17
24594,Torresella Prosecco Xtra Dry,203,3042.9700000000003
24596,Pitagora Red Blend,31,681.6899999999999
24599,The Lost Colony Red Sonoma,35,559.6500000000001
24602,Terre del Barolo Barbrsco 10,26,493.73999999999995
24603,Zeni 11 Amarone Classico,89,2669.11
24604,DarkHorse Pnt Nr,470,3755.3
24605,Fortant Chard,670,6693.3
24606,Fortant Cab Svgn,509,5084.91
24612,Estancia Pnt Nr Monterey,1349,18872.510000000002
24615,Pieropan Soave La Rocca,46,1839.54
24621,Cline Chard Sonoma Cst,175,2273.25
24622,Emblem Cab Svgn,2,139.98
24627,SMV SMV Blustery Blend White,33,527.67
24631,Acumen Moutainside Red Napa,10,249.89999999999998
24634,Marques de Caceres RSV Red,1730,29392.699999999997
24642,Red Fire OV Znfdl,12,119.88
24643,Kibo Junmai Sake,13,77.87
24645,Carmel Road Drew's Bl Pnt Nr,54,1079.46
24647,Dom Perignon P2 Blanc 1998,67,20099.33
24648,Mumm Napa Bl de Blanc,322,5148.78
24650,Perrier Jouet BE Luxury Case,14,1567.86
24655,Ch de Ruth CdR White,12,179.88
24658,Plumpjack Syrah Napa Valley,3,179.97
24662,Silver Totem Cab Svgn,439,8775.609999999999
24663,M Chiarlo Rovereto Gavi 13,212,3389.88
24664,M Chiarlo 10 Chiarlo Rosso,8,79.92
24668,Darioush Merlot Napa Valley,12,719.88
24669,Darioush Cab Franc Napa Vly,30,1799.7
24670,Freemark Abbey Cab Svgn Ruth,9,629.9099999999999
24671,Palacios Bolo Godello Valdeo,19,265.81
24672,Bolla Merlot,103,1646.97
24673,Bolla Pinot Grigio,449,7179.51
24678,Olivier Chanzy Chard VdFranc,247,3702.53
24684,F Coppola Vendetta Cab/Malbc,115,2643.85
24686,Barco Negro Douro,63,503.37
24694,Cormons Schioppettino,6,77.94
24696,Black Stallion 11 Trans Cab,5,749.95
24697,Schmitt Sohne Relax Pink Ros,329,3615.71
24699,Alfred Gratien Champagne Bru,256,11773.44
24700,Cavas Hill 1887 Brut Cava,97,1260.03
24701,Gratien & Meyer Cremant Brut,17,254.82999999999998
24703,Kenwood J London Cab Svgn,142,4400.58
24704,Kenwood Chard Sonoma,165,1813.3500000000001
24705,Kenwood Merlot Sonoma,154,2308.46
24706,Kenwood J London Znfdl,147,3085.5299999999997
24710,Onix Classic Priorat,24,479.76
24712,Ennuk Red Terra Alta,20,379.79999999999995
24714,La Perla Rioja Blanca,63,755.3700000000001
